src_ip,dest_ip,src_port,dest_port,protocol,duration,packet_count,byte_count,is_malicious
131.155.27.155,130.159.63.2,20606,45905,TCP,51.73,595,50696,1
30.56.100.245,104.17.243.30,6460,39303,ICMP,17.5,657,70732,0
238.225.190.33,67.99.9.155,50430,22353,TCP,7.27,248,47143,0
226.43.246.221,166.16.141.105,61072,27006,ICMP,55.41,453,16367,0
174.134.184.45,139.118.60.45,15939,20117,ICMP,49.06,10,6442,1
129.66.68.79,100.157.57.107,43034,3745,TCP,30.54,336,10969,1
9.115.56.80,2.11.47.137,16141,35489,UDP,37.79,992,61240,1
124.108.30.24,164.176.48.242,17627,18247,UDP,14.59,27,80738,0
89.151.65.17,146.89.43.33,41740,43988,UDP,2.15,531,46279,1
194.233.224.136,209.20.166.199,64046,32316,UDP,17.55,847,858,0
177.36.177.217,227.42.166.26,21863,32945,TCP,24.14,518,60069,0
231.92.97.225,218.31.192.119,14010,52603,UDP,42.9,665,25694,1
245.222.139.221,207.45.8.38,35126,2603,UDP,47.01,720,23283,1
148.217.93.228,227.50.203.86,16971,3786,TCP,37.84,900,49520,1
62.249.195.80,185.114.166.1,33303,48806,UDP,39.13,136,26378,1
160.212.27.172,219.80.211.115,16516,37352,ICMP,51.86,561,50574,0
165.50.137.126,255.10.146.198,48456,13825,UDP,51.71,67,21328,0
63.82.150.234,141.29.99.122,13549,20843,UDP,28.72,932,45272,0
213.86.112.254,148.70.122.44,14714,2162,TCP,36.72,719,69608,0
98.130.225.242,175.10.60.166,27895,43846,UDP,34.77,143,60828,1
234.46.112.69,143.15.94.205,64584,19953,TCP,30.35,411,79151,0
68.12.110.177,109.221.33.70,28357,2323,ICMP,57.31,536,80728,0
196.121.233.72,53.165.15.93,50867,3103,TCP,4.27,479,77961,0
248.137.135.34,26.150.49.158,48214,29125,ICMP,41.98,957,85097,1
184.30.111.134,44.82.182.82,36212,11834,UDP,22.56,17,91779,0
245.119.13.134,27.86.117.101,3608,19694,UDP,54.2,269,96235,0
95.154.127.221,9.66.220.55,11128,11371,TCP,14.58,899,60094,0
179.137.78.96,39.55.136.24,40098,55260,UDP,28.75,125,82387,0
110.118.177.29,97.9.127.194,63866,57106,UDP,40.07,220,66504,0
186.36.91.95,25.103.104.78,53502,19590,UDP,21.27,861,66490,1
214.253.38.25,146.84.25.13,61717,21814,ICMP,31.97,175,43516,0
142.160.176.39,206.241.42.88,49979,44519,TCP,58.59,258,31133,1
5.234.236.222,197.190.111.40,52504,36932,TCP,15.69,458,99285,1
147.61.25.180,8.240.97.33,58982,54706,TCP,2.9,55,82577,0
62.112.136.218,112.36.181.99,46302,33550,ICMP,10.89,387,46372,0
195.200.119.205,53.73.27.60,22280,836,TCP,25.41,910,96822,1
161.141.83.32,216.167.19.213,53850,55896,TCP,11.29,540,18904,0
197.15.191.105,93.198.138.126,45772,41715,TCP,40.36,493,37393,1
244.88.219.5,79.30.110.50,29473,9148,TCP,14.6,143,12870,0
242.68.195.80,180.63.192.77,45961,40895,UDP,57.74,800,84032,1
153.45.30.223,246.79.227.199,61727,12112,TCP,19.13,135,35434,0
5.33.209.50,172.206.225.141,18643,47261,UDP,1.16,514,46400,0
163.51.161.123,205.242.160.231,41072,39763,ICMP,1.51,642,91003,0
34.249.157.238,35.244.208.201,35763,13600,ICMP,31.63,961,60632,0
190.240.57.116,127.44.205.175,37630,46086,TCP,19.52,339,39800,0
122.131.163.148,180.207.15.37,24282,37720,TCP,8.09,34,31578,0
204.160.47.38,32.70.233.34,21545,60292,UDP,41.33,666,31177,0
167.169.33.155,77.25.228.230,46316,47814,TCP,47.52,271,93665,1
2.11.96.69,112.30.145.210,40687,54223,TCP,52.41,984,28507,1
158.87.167.141,228.231.121.67,5373,17057,TCP,53.09,508,67837,0
88.39.169.233,13.61.102.106,3502,30967,TCP,53.67,391,29418,0
180.134.172.237,189.255.210.91,3810,28634,ICMP,4.7,451,54386,0
253.2.238.78,53.154.26.223,2536,16529,TCP,58.0,530,74384,0
70.76.200.213,167.157.46.21,55795,10412,TCP,32.59,953,19560,1
65.41.242.166,67.126.158.218,47006,7505,ICMP,54.91,181,97111,0
145.68.255.182,137.255.253.218,5675,174,ICMP,22.6,980,97702,0
186.177.21.105,161.21.187.151,59292,23814,ICMP,52.15,166,32421,0
138.122.87.4,170.95.12.189,62964,48154,UDP,12.12,959,7775,1
111.58.208.115,150.68.38.133,3325,6675,ICMP,9.83,535,93783,1
15.94.168.190,242.197.47.228,51622,344,UDP,18.57,445,44752,1
92.41.213.5,254.79.5.91,5760,27186,UDP,7.13,22,74171,0
144.203.204.70,242.216.23.255,54640,11741,UDP,8.5,710,5951,1
87.162.159.215,103.145.218.235,30677,12851,TCP,27.13,816,936,1
138.161.186.59,219.64.82.211,2935,50274,UDP,3.42,769,67684,1
248.249.187.11,40.87.249.134,13433,8108,TCP,4.85,294,45583,0
232.150.203.183,9.39.70.81,33138,8239,TCP,26.04,263,92179,1
156.201.91.209,73.99.98.13,26694,15127,TCP,22.85,689,5200,1
165.167.137.85,6.135.63.35,3196,58613,TCP,47.8,554,85360,0
174.244.121.191,98.75.66.43,11980,47784,UDP,18.04,669,34277,1
174.199.144.99,201.86.12.160,47163,40871,UDP,31.0,424,91957,1
198.150.137.192,78.160.60.52,24831,32207,ICMP,25.71,924,38311,0
210.185.86.190,240.64.223.83,13135,7105,UDP,54.9,741,64762,0
95.187.154.161,163.215.89.244,43470,7060,TCP,35.22,270,16906,0
242.98.88.140,187.64.254.157,11268,13691,UDP,45.72,551,18762,0
205.201.226.54,33.188.154.160,2277,36962,UDP,6.41,88,76240,1
88.154.10.244,114.234.31.10,5540,25185,TCP,50.89,402,50329,0
158.96.2.20,87.70.36.224,23844,29842,UDP,34.67,677,84401,0
108.28.221.87,2.145.89.5,30315,31030,ICMP,39.88,829,88858,1
105.175.191.239,239.226.180.97,16770,25049,TCP,24.22,193,154,0
252.88.26.53,201.156.113.35,47528,43487,TCP,38.29,544,81850,1
14.44.112.30,24.125.137.5,274,4088,ICMP,9.17,999,9207,1
241.158.104.19,100.254.63.203,40798,23285,TCP,13.28,213,60946,1
103.250.13.105,81.158.132.80,32198,35935,UDP,2.2,724,47256,0
4.27.67.24,186.105.177.124,13959,23949,TCP,13.24,972,9024,0
37.160.6.158,218.71.37.208,47381,6360,TCP,34.73,29,63010,0
134.191.105.87,207.201.164.255,14531,28657,UDP,6.93,629,82213,1
39.215.237.97,147.177.79.63,44310,5831,TCP,32.7,468,54037,0
219.245.38.135,189.99.9.138,18001,54435,ICMP,45.44,897,94417,0
187.149.1.112,211.76.154.36,15342,36227,ICMP,13.92,82,3543,0
229.38.22.224,244.237.191.119,48295,29186,TCP,28.55,231,31405,0
93.246.250.201,249.177.57.167,15913,10729,UDP,30.87,205,5741,0
141.145.3.103,36.131.117.236,51187,36699,TCP,31.95,440,63686,0
20.150.45.236,180.91.70.80,18652,52332,TCP,53.78,877,48661,1
210.129.91.199,68.53.161.220,33391,43754,TCP,55.64,384,72323,0
94.224.90.197,128.237.121.131,7418,64859,ICMP,11.42,489,37959,1
68.159.226.225,209.50.59.2,50073,23411,ICMP,7.01,791,26278,1
131.194.114.3,126.121.199.73,62272,14859,ICMP,46.85,529,56408,0
209.187.212.149,27.21.110.137,38757,58460,TCP,11.8,111,83906,1
199.151.21.235,44.98.207.45,26755,18319,UDP,5.09,790,89636,0
190.54.146.76,174.250.31.219,50039,48176,ICMP,25.91,187,81253,1
160.176.145.17,113.172.81.158,53751,16955,TCP,42.29,490,46798,1
42.186.242.245,100.100.252.126,32992,63784,ICMP,3.78,379,51588,0
203.184.215.130,126.51.81.10,36696,54768,TCP,59.73,681,80820,0
62.144.185.8,110.110.25.91,46046,64225,TCP,10.85,565,21293,1
135.120.20.228,166.136.205.153,36268,4822,ICMP,0.97,84,35460,0
83.239.240.3,246.11.230.104,54369,43917,TCP,6.69,553,5247,0
205.132.20.23,11.52.193.87,43600,57197,TCP,4.87,604,16826,0
13.123.116.163,69.162.180.237,59669,18096,TCP,41.29,184,63571,1
157.233.1.169,188.28.93.27,11026,13187,ICMP,12.46,481,76515,0
127.138.118.171,17.157.112.210,36591,56464,ICMP,22.69,840,25619,0
11.178.86.18,185.155.55.53,41269,56692,UDP,11.16,241,77097,0
33.152.62.77,235.90.240.131,10193,6480,ICMP,4.09,290,85101,0
113.25.36.173,58.58.33.56,51806,31541,UDP,56.25,195,16514,0
71.164.84.98,108.77.199.182,62915,26367,ICMP,50.74,937,35389,0
182.68.15.191,244.114.44.91,33492,11239,TCP,46.78,785,43326,0
197.82.163.210,210.37.3.162,29917,1928,UDP,15.4,991,91817,0
143.55.38.231,128.82.146.223,59329,16906,TCP,13.87,984,79997,0
57.131.3.255,189.223.175.140,21498,46491,TCP,57.63,361,8891,0
227.224.31.69,206.156.152.163,29513,48246,ICMP,13.41,215,48653,1
21.29.255.243,167.56.112.244,26639,29212,TCP,14.0,937,62465,0
2.170.101.142,232.179.56.6,54821,27350,UDP,8.06,737,21934,0
203.63.55.156,120.116.65.148,1876,38917,TCP,32.39,624,97400,0
182.136.245.206,22.41.6.249,8891,15690,ICMP,10.21,490,64611,1
122.37.72.153,135.26.28.1,9844,37253,TCP,40.42,747,72846,1
200.215.89.83,5.82.115.20,45421,25144,ICMP,36.93,802,13528,1
61.19.149.26,54.129.132.143,60054,37303,ICMP,43.31,139,20664,0
255.209.76.196,11.45.110.148,56443,18039,TCP,20.25,343,2640,1
31.85.131.137,159.13.130.108,25067,55105,UDP,0.73,311,52764,0
17.42.61.216,114.171.227.215,48300,38375,UDP,1.57,187,5067,1
221.84.65.42,47.53.115.201,36838,55036,UDP,5.27,275,96978,0
164.39.165.140,26.91.58.150,59240,48299,UDP,34.22,305,83668,0
225.183.119.22,93.61.36.6,904,55385,UDP,1.18,558,38029,1
24.104.83.243,245.137.167.204,46609,16901,TCP,3.78,111,55591,0
182.122.187.26,46.70.113.158,38214,18414,ICMP,51.41,818,30457,0
215.236.70.116,97.47.96.101,39817,27993,TCP,34.14,624,75866,0
182.43.233.111,55.74.175.255,17837,22911,TCP,23.2,999,10524,1
249.197.28.14,72.35.114.78,22531,5884,ICMP,59.19,305,66531,0
162.45.36.47,232.14.176.232,59060,23377,TCP,40.09,232,31615,1
19.30.221.241,36.245.239.74,11611,9372,UDP,12.0,953,47810,1
87.203.8.42,75.80.51.85,41221,51728,TCP,7.21,932,36195,0
75.72.18.170,7.254.193.73,46865,5699,TCP,4.49,517,76008,0
167.216.251.114,170.167.2.109,4310,53176,ICMP,14.36,503,1850,0
233.51.205.151,189.177.68.165,16175,62852,ICMP,44.57,125,25260,0
15.191.122.238,227.97.63.251,12058,8382,UDP,41.72,214,10133,1
199.22.78.241,12.103.237.100,26352,31386,TCP,16.55,322,32350,1
239.19.167.142,252.66.118.210,44975,60893,UDP,8.19,171,10931,0
120.130.254.51,168.104.244.116,27370,29411,ICMP,36.87,338,50675,0
174.237.16.107,104.95.98.222,59829,3279,UDP,39.28,344,97778,1
5.255.141.179,83.38.46.221,65333,37201,UDP,9.13,331,44627,0
100.13.143.102,79.4.96.229,32659,44215,UDP,48.06,295,54866,0
65.73.161.177,205.149.246.36,21089,57529,UDP,31.33,108,29827,1
217.185.35.43,252.136.194.84,63012,35862,UDP,25.46,768,97062,1
162.169.119.40,21.152.247.6,594,61230,ICMP,17.55,959,87542,1
78.103.236.94,70.153.76.201,63307,50955,ICMP,24.76,723,34227,0
95.173.18.13,47.254.170.17,60125,37378,TCP,46.01,46,70907,1
11.87.228.60,145.255.222.187,8468,32652,TCP,9.75,21,62845,1
225.216.128.48,131.236.47.49,39690,28004,ICMP,41.87,795,17456,1
87.44.198.187,119.18.123.105,18043,64876,UDP,15.81,876,81222,0
21.1.233.189,200.59.214.187,28852,13780,UDP,39.24,762,26850,1
168.30.252.193,251.56.243.126,60443,43312,ICMP,0.66,237,81908,1
55.21.26.123,101.11.45.23,63649,7504,ICMP,33.05,567,82923,1
155.96.28.128,156.61.74.151,65166,28626,UDP,29.87,162,60672,0
191.140.149.117,40.110.215.181,19021,38648,TCP,21.35,914,38830,0
63.45.179.104,160.227.46.180,3529,56254,TCP,40.44,119,15872,1
30.23.55.194,74.255.113.159,3930,43758,ICMP,26.01,197,37343,1
125.167.194.42,203.245.66.191,51547,33673,ICMP,15.07,640,77078,0
88.178.23.198,14.153.104.231,41701,56066,UDP,49.42,560,92949,0
93.69.66.42,59.203.223.151,32136,17849,ICMP,40.33,327,35929,0
78.73.78.137,191.242.68.79,59445,11209,ICMP,40.0,707,88777,0
200.43.127.216,170.130.187.214,48668,10134,TCP,52.65,961,92274,1
244.57.190.66,57.245.103.127,21810,18113,TCP,41.97,648,92470,0
253.151.16.64,60.117.166.175,11236,14087,ICMP,10.29,961,68846,1
9.35.225.14,253.227.6.218,34457,60887,TCP,20.53,686,42697,0
115.110.221.48,48.233.184.225,3603,56060,ICMP,13.41,211,62928,1
34.37.39.227,251.222.192.93,59694,14495,ICMP,36.59,439,56773,0
135.202.239.244,181.102.133.198,57522,3527,UDP,25.47,547,11577,0
205.248.216.27,49.31.73.137,53364,22648,TCP,16.5,529,43117,0
14.144.21.151,133.21.155.72,40277,60930,TCP,31.81,865,90010,1
74.182.12.169,103.103.157.60,43659,6423,ICMP,52.54,47,5188,1
186.148.106.202,65.243.61.37,48835,43555,UDP,37.06,296,39132,0
223.215.105.189,188.20.44.72,32568,53713,UDP,31.59,199,28114,1
87.153.51.98,195.103.170.184,6497,47441,TCP,44.13,252,10626,0
40.191.103.41,247.211.21.137,8608,20892,UDP,1.09,970,10181,0
8.85.13.122,21.20.10.77,47585,35192,UDP,48.42,446,63483,0
55.240.165.246,12.166.59.223,43413,59371,ICMP,54.76,930,15485,0
148.169.3.62,84.251.55.121,10394,40756,TCP,54.42,983,51989,1
47.57.38.216,78.6.22.195,40739,15855,UDP,30.04,658,60759,0
167.23.238.17,215.115.13.177,52525,52806,ICMP,15.09,596,29223,0
48.67.46.124,7.74.113.60,60124,50932,UDP,49.23,396,95679,0
200.221.164.247,37.80.86.63,34844,61687,UDP,51.58,368,17940,1
136.246.15.11,54.233.221.220,26467,22305,UDP,37.08,59,28127,1
151.135.183.16,69.28.10.107,28689,5662,ICMP,19.43,206,6451,0
30.253.240.17,184.132.182.60,63606,60277,ICMP,0.25,65,62445,0
138.220.59.119,2.77.10.230,45301,23355,ICMP,15.7,185,86786,0
233.214.221.46,18.26.131.132,15038,52366,TCP,9.41,696,57685,1
141.116.116.181,61.41.157.197,38098,7181,TCP,4.44,801,55361,1
56.160.233.145,140.14.223.237,23074,10104,TCP,29.12,691,93234,0
146.243.29.184,209.56.29.29,62344,44605,ICMP,24.53,531,71896,1
166.122.43.134,101.99.179.90,62064,43857,UDP,18.48,797,39883,0
168.178.160.163,251.201.198.94,12889,51977,UDP,57.78,746,15151,0
36.248.167.159,97.154.114.84,3698,37922,ICMP,7.15,315,93332,0
10.75.139.218,27.190.236.241,8560,55225,UDP,20.75,305,62959,1
126.196.206.219,131.34.246.7,32529,63452,TCP,1.63,956,51277,0
33.158.68.24,136.203.228.154,47457,22260,ICMP,27.05,307,53888,0
146.140.227.23,122.197.203.94,41603,39980,UDP,43.66,42,11672,0
201.133.112.65,49.203.193.6,29318,23136,ICMP,52.65,587,42605,1
97.190.178.230,105.41.81.165,14193,38734,UDP,26.62,379,49825,1
126.51.22.163,73.65.117.18,25245,43293,ICMP,20.9,857,3394,0
186.248.205.65,187.128.129.136,15906,15069,TCP,0.6,152,92288,1
249.197.135.184,209.211.230.175,64757,19923,TCP,36.32,135,27453,1
111.55.65.220,119.186.159.9,1200,47191,TCP,27.23,223,91832,0
38.33.92.172,125.63.45.135,3820,2251,UDP,21.09,859,42479,0
41.228.180.120,4.204.17.101,5250,16214,ICMP,48.66,348,46628,1
217.224.99.46,213.11.162.153,21920,38535,UDP,33.18,766,38713,0
214.157.146.234,51.212.16.53,59051,356,ICMP,17.49,613,62788,0
214.49.41.15,55.27.76.220,45168,7609,UDP,34.54,303,53174,0
57.170.195.160,209.113.90.244,37718,48351,UDP,6.6,168,85897,0
48.54.120.75,253.108.103.115,3664,16,ICMP,4.12,55,97790,1
106.148.219.108,96.72.212.194,12083,56879,TCP,25.39,778,97138,0
152.45.50.22,159.249.74.127,59058,55857,UDP,36.67,327,91353,1
193.157.110.90,213.64.209.12,64905,51569,UDP,7.54,717,4251,0
21.189.97.55,143.94.67.48,60673,53001,UDP,11.75,422,47072,1
171.68.84.180,108.132.83.138,48134,59898,TCP,35.88,558,70828,1
116.55.122.86,209.162.196.179,65410,33104,ICMP,0.59,226,22480,0
74.27.144.213,18.161.60.189,4050,23711,ICMP,8.45,510,74034,0
123.38.219.79,134.63.84.187,23137,35486,UDP,38.77,433,48820,0
111.199.9.2,87.230.232.119,18328,63960,TCP,36.39,482,12438,0
105.194.112.193,131.61.217.71,23366,61895,TCP,5.96,706,40412,0
116.255.110.145,163.248.105.25,62634,39667,UDP,28.61,298,2656,0
75.212.190.112,65.56.36.170,59214,55236,ICMP,26.6,645,11793,0
39.245.28.44,92.55.6.16,32428,2302,TCP,35.61,569,15460,0
39.144.49.10,235.45.101.225,5818,52766,ICMP,26.62,584,27190,0
142.51.227.215,63.110.162.193,47906,29613,UDP,6.92,988,72372,0
86.51.61.64,203.162.78.1,12246,55687,UDP,29.13,77,84753,0
61.41.84.53,123.25.147.194,44917,55301,UDP,19.9,812,38012,0
1.34.226.175,188.95.214.170,40942,23165,ICMP,26.17,188,10525,1
128.118.142.228,56.82.251.205,30958,57793,TCP,40.09,690,2011,0
146.55.62.98,98.48.135.108,56188,30064,ICMP,17.26,688,98131,0
203.120.66.177,232.13.175.19,57207,51519,ICMP,10.14,933,20214,0
169.21.201.185,95.73.4.34,18832,28443,UDP,34.28,623,22608,1
9.224.113.52,33.96.165.65,9879,30015,UDP,0.99,611,66852,0
209.219.108.97,46.158.92.74,62308,16192,UDP,17.19,412,20041,1
37.10.198.36,17.147.250.2,28067,16494,UDP,18.35,553,16661,0
127.183.246.56,68.139.115.224,43756,14718,ICMP,37.71,553,28592,1
61.53.126.66,50.138.71.127,37944,30084,TCP,56.26,545,87802,0
36.37.89.93,98.140.89.74,7521,64732,ICMP,32.77,621,47045,1
98.27.229.241,5.86.106.186,52031,14731,TCP,10.32,148,5135,1
133.159.252.2,125.223.211.88,20990,35946,TCP,15.91,654,36377,1
44.155.218.36,7.50.204.153,16918,25205,ICMP,4.81,833,53529,1
142.42.64.18,113.163.182.197,24170,63661,ICMP,34.17,959,1310,1
14.186.185.80,74.98.58.101,1354,41504,ICMP,56.91,663,41353,1
60.129.239.128,40.181.41.65,56861,18081,UDP,57.72,739,10729,0
79.84.88.60,8.113.57.133,14175,10811,ICMP,57.1,338,94088,0
79.180.6.195,247.120.241.252,20649,31330,ICMP,31.07,957,54702,0
166.164.124.105,65.60.93.59,46791,14863,UDP,33.37,1000,43372,1
177.44.81.19,96.13.32.37,26574,46597,UDP,54.0,757,65726,0
182.37.4.45,97.110.65.138,25697,45913,TCP,50.05,993,19036,0
236.254.102.170,177.10.32.204,61075,16812,ICMP,10.6,390,27066,1
18.134.194.33,43.185.81.106,15664,15998,ICMP,6.12,70,67607,0
186.202.51.226,170.31.207.195,46805,27797,TCP,41.81,271,6127,1
152.199.167.241,111.91.159.27,26215,20565,TCP,13.69,242,18553,1
191.136.98.201,65.49.241.183,51897,32882,TCP,40.62,466,14472,1
255.171.71.196,254.204.251.91,33953,54992,TCP,1.47,454,15457,0
106.173.115.17,102.12.32.94,40451,16600,ICMP,55.6,834,56574,1
5.85.230.104,50.209.12.228,2731,36675,TCP,50.41,663,43561,0
192.38.139.5,198.224.195.125,19360,9555,TCP,36.24,697,3909,1
51.112.187.127,207.15.86.54,17885,2062,UDP,4.43,765,68663,0
178.127.191.29,213.194.28.166,56180,3721,ICMP,2.84,466,55218,1
96.114.220.224,43.247.207.247,56620,31866,ICMP,6.74,757,91937,1
173.34.250.54,30.211.176.19,42217,18807,ICMP,51.51,213,97256,0
167.75.50.146,152.246.149.65,26306,54233,UDP,50.77,906,16702,0
13.238.98.9,152.90.7.72,27384,5059,UDP,40.83,526,78254,1
103.225.114.157,51.27.208.251,1945,55505,TCP,12.1,521,4025,0
168.99.84.253,35.145.77.134,34094,23080,ICMP,5.46,816,68419,0
224.3.222.196,74.108.236.151,1859,9211,UDP,16.58,704,69729,1
25.85.108.77,183.6.230.244,7829,43932,UDP,31.2,935,11012,0
149.119.23.86,247.87.229.155,54356,25357,TCP,23.58,73,8336,0
125.161.19.235,129.240.214.76,51752,54485,ICMP,53.12,141,26802,1
4.84.232.83,145.40.197.16,9315,8205,UDP,51.85,670,72099,0
47.181.110.235,248.195.127.64,9487,49473,TCP,14.13,454,23471,0
36.63.123.141,46.124.206.78,48725,47534,TCP,19.95,253,49921,0
55.162.11.221,183.246.63.142,19679,32205,UDP,23.74,711,10018,1
253.152.203.25,255.239.18.241,39801,50747,UDP,34.44,425,98865,1
44.237.37.102,122.5.87.25,15298,34402,UDP,13.56,118,26748,0
18.85.76.107,110.63.23.217,14391,15302,UDP,31.64,765,85475,0
71.231.39.147,2.215.51.4,59052,52356,UDP,18.62,688,96963,0
234.153.38.79,156.61.135.107,41602,4633,UDP,37.95,496,11803,0
103.213.45.240,247.159.183.243,15849,54567,TCP,6.05,320,79490,1
93.202.83.55,78.68.134.168,23435,10935,TCP,29.89,497,4400,1
12.2.253.237,201.163.232.191,59822,23171,ICMP,45.3,762,33322,1
148.238.144.244,129.215.92.87,49910,55360,ICMP,10.51,27,40834,1
9.74.201.69,192.90.248.144,27188,63495,TCP,17.24,997,40881,0
168.76.223.255,217.216.241.180,2677,23750,UDP,31.54,563,13074,1
71.201.170.115,201.106.208.92,3791,55789,TCP,10.11,527,90305,1
162.231.81.118,40.105.54.174,8266,53342,UDP,45.27,121,23939,0
75.112.165.190,163.204.48.113,61371,33408,TCP,51.47,224,60019,0
25.154.49.100,175.7.222.101,4272,55319,ICMP,24.46,292,72823,1
242.168.247.116,55.182.164.98,36689,49848,ICMP,22.16,628,28035,0
158.126.61.37,141.177.174.13,34684,22267,TCP,11.65,462,82169,1
199.140.136.41,53.41.162.24,61155,62044,UDP,38.85,670,35166,1
234.3.224.3,68.147.241.180,7313,19704,TCP,3.47,360,99501,1
206.165.141.42,107.21.255.55,52059,49763,TCP,52.72,365,80805,0
52.157.19.253,96.109.61.73,53468,17857,TCP,10.62,757,4127,1
159.225.199.128,90.171.245.24,6138,51204,UDP,24.12,702,29793,0
45.16.43.73,151.239.59.73,21156,21369,ICMP,46.56,592,58441,0
10.222.245.99,166.135.22.239,23668,14520,TCP,10.22,195,5124,0
235.95.221.81,12.111.131.81,39791,49353,ICMP,55.7,203,94397,0
6.159.133.177,133.153.187.26,41248,48399,UDP,50.52,296,82929,0
120.156.112.133,1.64.136.63,55069,49464,UDP,20.5,533,34797,1
112.51.149.228,228.136.118.66,33264,13885,ICMP,40.32,119,97486,0
226.125.231.177,228.65.200.47,59880,1742,TCP,55.26,565,11867,0
91.132.171.164,101.116.240.138,11383,20505,TCP,53.98,542,92387,1
251.25.223.51,128.47.154.53,23859,34753,TCP,38.64,832,1369,0
239.34.74.144,247.89.155.3,38974,54408,TCP,39.6,959,88037,0
189.72.108.112,224.105.68.158,4616,34346,UDP,33.73,592,86943,0
31.187.143.247,110.91.48.183,33070,49610,TCP,43.98,836,6407,0
99.224.14.217,233.221.115.38,16386,19058,ICMP,12.55,592,46375,0
143.12.168.24,102.16.26.67,10162,64240,ICMP,59.06,565,3097,0
221.138.235.142,66.82.53.1,7602,14624,UDP,20.16,362,92536,1
243.167.125.195,77.193.223.19,56483,27031,TCP,41.86,658,29299,1
248.155.59.212,66.112.185.34,37868,48040,UDP,43.86,681,30591,0
232.176.253.246,234.241.196.102,13288,16159,ICMP,48.18,732,72930,0
222.255.151.119,202.159.6.185,42105,64778,UDP,52.11,406,21659,1
33.66.211.45,204.20.8.81,55823,27125,UDP,54.03,19,59394,0
209.174.3.133,133.210.221.124,26641,9466,TCP,19.1,59,34897,0
69.96.158.253,154.83.232.94,16578,3488,ICMP,55.55,830,77885,0
91.3.34.186,162.19.33.254,54008,65346,ICMP,34.39,738,58311,1
93.111.75.213,146.160.132.37,18245,21119,TCP,40.19,184,87089,1
66.111.42.161,30.143.124.201,37154,44890,ICMP,7.91,276,54752,0
42.154.108.157,180.191.173.14,19960,19983,UDP,46.26,261,88290,0
85.68.78.216,116.139.147.103,25843,3732,TCP,27.57,485,20855,1
181.237.232.97,147.184.178.146,43712,34077,ICMP,55.1,687,2477,1
213.115.124.74,127.43.128.159,11645,5438,TCP,25.19,691,81170,0
240.184.75.55,6.20.59.31,55893,1190,UDP,18.72,630,79327,0
168.96.112.55,235.213.221.11,20989,21288,TCP,16.36,526,97963,0
175.247.85.155,204.27.189.123,10108,34269,TCP,48.47,606,84197,0
191.214.35.141,251.67.252.99,63385,13321,TCP,40.25,185,83782,1
59.29.200.139,228.207.46.68,27016,5214,ICMP,8.05,415,30533,1
17.157.150.82,224.107.205.106,21868,50339,UDP,52.55,304,84121,1
77.100.216.192,134.35.6.45,3006,54764,UDP,23.93,507,57408,0
6.38.199.1,25.143.208.211,52063,2825,TCP,47.32,271,63019,0
184.43.48.20,237.156.107.135,6073,3757,UDP,45.95,124,4852,0
249.246.155.12,115.86.44.242,31825,42933,ICMP,54.22,903,84551,1
124.157.110.128,161.207.152.129,21662,32813,UDP,12.77,39,92723,1
135.66.9.192,87.187.92.105,6389,7559,TCP,46.41,526,6114,1
168.26.132.13,224.158.52.83,55248,53310,TCP,20.05,980,97458,0
70.137.169.86,110.40.129.79,8258,27728,TCP,35.79,132,37180,1
10.64.121.181,42.198.232.173,44535,18046,UDP,56.68,680,87009,0
112.57.220.148,143.83.245.204,50140,39895,ICMP,31.4,391,25778,1
246.160.190.163,232.211.203.163,65235,2141,ICMP,54.26,279,12600,1
251.49.84.232,222.247.236.39,17137,22210,ICMP,25.24,879,4291,0
